symbol,open_time,close_time,open,high,low,close,volume
BTCUSDT,2023-12-23 04:00:00,2023-12-23 07:59:59,43547.78000000,43856.00000000,43547.77000000,43756.24000000,2820.01582000
BTCUSDT,2023-12-23 08:00:00,2023-12-23 11:59:59,43756.24000000,43850.00000000,43695.03000000,43703.81000000,2133.70247000
BTCUSDT,2023-12-23 12:00:00,2023-12-23 15:59:59,43703.82000000,43835.94000000,43632.77000000,43702.16000000,2399.64062000
BTCUSDT,2023-12-23 16:00:00,2023-12-23 19:59:59,43702.15000000,43907.57000000,43606.18000000,43834.48000000,2902.02733000
BTCUSDT,2023-12-23 20:00:00,2023-12-23 23:59:59,43834.48000000,43946.00000000,43401.00000000,43651.17000000,4698.01101000
BTCUSDT,2023-12-24 00:00:00,2023-12-24 03:59:59,43651.17000000,43694.72000000,43405.00000000,43634.20000000,3167.95205000
BTCUSDT,2023-12-24 04:00:00,2023-12-24 07:59:59,43634.19000000,43864.08000000,43560.74000000,43680.23000000,3405.69652000
BTCUSDT,2023-12-24 08:00:00,2023-12-24 11:59:59,43680.23000000,43713.86000000,43550.00000000,43618.07000000,2583.11278000
BTCUSDT,2023-12-24 12:00:00,2023-12-24 15:59:59,43618.08000000,43618.08000000,42500.00000000,42991.50000000,8387.53527000
BTCUSDT,2023-12-24 16:00:00,2023-12-24 19:59:59,42991.50000000,43158.59000000,42720.43000000,43152.78000000,3868.54726000
BTCUSDT,2023-12-24 20:00:00,2023-12-24 23:59:59,43152.78000000,43335.13000000,43101.53000000,43208.15000000,2830.76950000
BTCUSDT,2023-12-25 00:00:00,2023-12-25 03:59:59,43208.15000000,43291.05000000,43045.43000000,43171.11000000,3716.03265000
BTCUSDT,2023-12-25 04:00:00,2023-12-25 07:59:59,43171.11000000,43802.32000000,43080.01000000,43618.00000000,7057.73658000
BTCUSDT,2023-12-25 08:00:00,2023-12-25 11:59:59,43618.01000000,43710.01000000,43343.83000000,43474.25000000,5196.06699000
BTCUSDT,2023-12-25 12:00:00,2023-12-25 15:59:59,43474.25000000,43720.96000000,43328.14000000,43576.13000000,4352.08694000
BTCUSDT,2023-12-25 16:00:00,2023-12-25 19:59:59,43576.12000000,43592.68000000,43362.23000000,43451.46000000,3221.59168000
BTCUSDT,2023-12-25 20:00:00,2023-12-25 23:59:59,43451.45000000,43474.26000000,42545.00000000,42774.12000000,9020.48128000
BTCUSDT,2023-12-26 00:00:00,2023-12-26 03:59:59,42774.12000000,42798.00000000,42150.00000000,42685.55000000,8870.72819000
BTCUSDT,2023-12-26 04:00:00,2023-12-26 07:59:59,42685.56000000,42827.68000000,42250.00000000,42391.50000000,5600.42168000
BTCUSDT,2023-12-26 08:00:00,2023-12-26 11:59:59,42391.51000000,42434.20000000,41637.60000000,42109.11000000,10403.73943000
BTCUSDT,2023-12-26 12:00:00,2023-12-26 15:59:59,42109.11000000,42591.89000000,42055.00000000,42508.93000000,3893.08056000
BTCUSDT,2023-12-26 16:00:00,2023-12-26 19:59:59,42508.93000000,42541.10000000,42098.69000000,42234.66000000,3610.05423000
BTCUSDT,2023-12-26 20:00:00,2023-12-26 23:59:59,42234.65000000,42542.00000000,42200.00000000,42455.83000000,3330.54138000
BTCUSDT,2023-12-27 00:00:00,2023-12-27 03:59:59,42455.82000000,43220.00000000,42399.72000000,43019.11000000,7678.46442000
BTCUSDT,2023-12-27 04:00:00,2023-12-27 07:59:59,43019.11000000,43150.00000000,42706.00000000,42980.65000000,8156.72899000
BTCUSDT,2023-12-27 08:00:00,2023-12-27 11:59:59,42980.64000000,43215.00000000,42862.56000000,43154.34000000,5972.52558000
BTCUSDT,2023-12-27 12:00:00,2023-12-27 15:59:59,43154.34000000,43677.00000000,43121.45000000,43428.85000000,7442.89676000
BTCUSDT,2023-12-27 16:00:00,2023-12-27 19:59:59,43428.86000000,43787.57000000,43304.27000000,43408.41000000,6082.45863000
BTCUSDT,2023-12-27 20:00:00,2023-12-27 23:59:59,43408.40000000,43624.74000000,42794.11000000,43049.17000000,6215.79694000
BTCUSDT,2023-12-28 00:00:00,2023-12-28 03:59:59,43049.17000000,43192.17000000,42868.36000000,43059.98000000,4444.14335000
BTCUSDT,2023-12-28 04:00:00,2023-12-28 07:59:59,43059.98000000,43125.03000000,42401.01000000,42445.99000000,8560.56823000
BTCUSDT,2023-12-28 08:00:00,2023-12-28 11:59:59,42445.99000000,42725.30000000,42241.79000000,42610.64000000,5662.59381000
BTCUSDT,2023-12-28 12:00:00,2023-12-28 15:59:59,42610.64000000,42745.97000000,42334.99000000,42563.76000000,4184.96389000
BTCUSDT,2023-12-28 16:00:00,2023-12-28 19:59:59,42563.76000000,42800.00000000,42088.92000000,42697.42000000,7125.40815000
BTCUSDT,2023-12-28 20:00:00,2023-12-28 23:59:59,42697.42000000,42766.68000000,42222.00000000,42273.34000000,5131.05672000
BTCUSDT,2023-12-29 00:00:00,2023-12-29 03:59:59,42273.35000000,42934.00000000,42268.26000000,42862.01000000,5291.84387000
BTCUSDT,2023-12-29 04:00:00,2023-12-29 07:59:59,42862.00000000,43111.00000000,42106.64000000,42271.09000000,7861.37483000
BTCUSDT,2023-12-29 08:00:00,2023-12-29 11:59:59,42271.09000000,42351.10000000,41650.00000000,42116.51000000,10317.88826000
BTCUSDT,2023-12-29 12:00:00,2023-12-29 15:59:59,42116.51000000,42240.00000000,41300.00000000,42066.95000000,6869.61729000
BTCUSDT,2023-12-29 16:00:00,2023-12-29 19:59:59,42066.94000000,42209.22000000,41820.00000000,41972.81000000,3202.20282000
BTCUSDT,2023-12-29 20:00:00,2023-12-29 23:59:59,41972.81000000,42160.00000000,41930.43000000,41947.16000000,2351.82225000
BTCUSDT,2023-12-30 00:00:00,2023-12-30 03:59:59,41947.16000000,41988.62000000,41520.30000000,41893.96000000,4706.52607000
BTCUSDT,2023-12-30 04:00:00,2023-12-30 07:59:59,41893.96000000,42430.00000000,41882.71000000,42374.96000000,4551.60091000
BTCUSDT,2023-12-30 08:00:00,2023-12-30 11:59:59,42374.97000000,42612.32000000,42247.44000000,42361.13000000,5264.43841000
BTCUSDT,2023-12-30 12:00:00,2023-12-30 15:59:59,42361.13000000,42399.25000000,42079.97000000,42140.28000000,2829.98772000
BTCUSDT,2023-12-30 16:00:00,2023-12-30 19:59:59,42140.29000000,42433.49000000,41965.84000000,42176.00000000,3144.53455000
BTCUSDT,2023-12-30 20:00:00,2023-12-30 23:59:59,42175.99000000,42693.00000000,42156.09000000,42537.10000000,3915.10728000
BTCUSDT,2023-12-31 00:00:00,2023-12-31 03:59:59,42537.10000000,42899.00000000,42369.15000000,42518.36000000,4626.12098000
BTCUSDT,2023-12-31 04:00:00,2023-12-31 07:59:59,42518.36000000,42646.27000000,42352.76000000,42457.17000000,3403.65176000
BTCUSDT,2023-12-31 08:00:00,2023-12-31 11:59:59,42457.17000000,42719.80000000,42436.47000000,42619.04000000,3036.19166000
BTCUSDT,2023-12-31 12:00:00,2023-12-31 15:59:59,42619.04000000,42680.36000000,42056.00000000,42283.58000000,5460.30980000
BTCUSDT,2023-12-31 16:00:00,2023-12-31 19:59:59,42283.58000000,42775.00000000,42230.08000000,42330.49000000,3948.08335000
BTCUSDT,2023-12-31 20:00:00,2023-12-31 23:59:59,42330.50000000,42500.00000000,42180.77000000,42492.46000000,2706.99880000
BTCUSDT,2024-01-01 00:00:00,2024-01-01 03:59:59,42492.46000000,42762.39000000,42452.58000000,42690.20000000,2948.80274000
BTCUSDT,2024-01-01 04:00:00,2024-01-01 07:59:59,42690.21000000,42847.07000000,42580.00000000,42783.05000000,2936.44406000
BTCUSDT,2024-01-01 08:00:00,2024-01-01 11:59:59,42783.05000000,43550.00000000,42664.42000000,43517.99000000,5686.97164000
BTCUSDT,2024-01-01 12:00:00,2024-01-01 15:59:59,43517.98000000,44184.10000000,43361.60000000,44179.55000000,8946.99844000
BTCUSDT,2024-01-01 16:00:00,2024-01-01 19:59:59,44179.55000000,45500.00000000,44148.34000000,45402.38000000,17093.28659000
BTCUSDT,2024-01-01 20:00:00,2024-01-01 23:59:59,45402.38000000,45643.75000000,45121.96000000,45455.53000000,8388.42302000
BTCUSDT,2024-01-02 00:00:00,2024-01-02 03:59:59,45455.52000000,45879.63000000,45200.00000000,45433.99000000,10027.39458000
BTCUSDT,2024-01-02 04:00:00,2024-01-02 07:59:59,45433.99000000,45800.00000000,44833.33000000,45184.82000000,13236.12915000
BTCUSDT,2024-01-02 08:00:00,2024-01-02 11:59:59,45184.83000000,45399.84000000,44790.96000000,45039.49000000,9745.60445000
BTCUSDT,2024-01-02 12:00:00,2024-01-02 15:59:59,45039.49000000,45297.26000000,44600.00000000,44946.91000000,6655.56882000
BTCUSDT,2024-01-02 16:00:00,2024-01-02 19:59:59,44946.91000000,45410.91000000,44862.11000000,45262.69000000,4750.68596000
BTCUSDT,2024-01-02 20:00:00,2024-01-02 23:59:59,45262.70000000,45384.84000000,44940.93000000,45011.77000000,4691.11517000
BTCUSDT,2024-01-03 00:00:00,2024-01-03 03:59:59,45011.77000000,45500.00000000,43500.00000000,43702.88000000,13237.52778000
BTCUSDT,2024-01-03 04:00:00,2024-01-03 07:59:59,43702.89000000,43716.00000000,40750.00000000,43000.01000000,35484.15210000
BTCUSDT,2024-01-03 08:00:00,2024-01-03 11:59:59,43000.01000000,43567.92000000,42000.00000000,42596.67000000,16895.34192000
BTCUSDT,2024-01-03 12:00:00,2024-01-03 15:59:59,42596.66000000,42966.27000000,42518.70000000,42845.23000000,6135.72880000
BTCUSDT,2024-01-03 16:00:00,2024-01-03 19:59:59,42845.23000000,43220.56000000,42613.77000000,43102.80000000,5488.13855000
BTCUSDT,2024-01-03 20:00:00,2024-01-03 23:59:59,43102.79000000,43273.08000000,42756.97000000,42763.08000000,5443.39629000
BTCUSDT,2024-01-04 00:00:00,2024-01-04 03:59:59,42763.08000000,43233.81000000,42616.28000000,43176.32000000,6746.40949000
BTCUSDT,2024-01-04 04:00:00,2024-01-04 07:59:59,43176.33000000,44329.99000000,43097.06000000,44051.10000000,11599.01023000
BTCUSDT,2024-01-04 08:00:00,2024-01-04 11:59:59,44051.10000000,44437.50000000,43777.86000000,43956.48000000,9399.52176000
BTCUSDT,2024-01-04 12:00:00,2024-01-04 15:59:59,43956.48000000,44729.58000000,43890.90000000,44151.10000000,9361.58702000
BTCUSDT,2024-01-04 16:00:00,2024-01-04 19:59:59,44151.10000000,44284.00000000,42450.00000000,43465.21000000,11721.50264000
BTCUSDT,2024-01-04 20:00:00,2024-01-04 23:59:59,43465.21000000,43926.00000000,43187.89000000,43777.47000000,4949.61031000
BTCUSDT,2024-01-05 00:00:00,2024-01-05 03:59:59,43777.48000000,44324.80000000,43433.00000000,43771.34000000,7055.63723000
BTCUSDT,2024-01-05 04:00:00,2024-01-05 07:59:59,43771.34000000,44110.07000000,43100.00000000,43500.01000000,10044.28040000
BTCUSDT,2024-01-05 08:00:00,2024-01-05 11:59:59,43500.01000000,43808.07000000,43100.46000000,43600.00000000,7460.07613000
BTCUSDT,2024-01-05 12:00:00,2024-01-05 15:59:59,43600.00000000,44357.46000000,43580.51000000,44145.11000000,6844.14656000
BTCUSDT,2024-01-05 16:00:00,2024-01-05 19:59:59,44145.12000000,44214.42000000,43812.50000000,43931.10000000,3123.46193000
BTCUSDT,2024-01-05 20:00:00,2024-01-05 23:59:59,43931.10000000,43971.10000000,43397.05000000,43653.20000000,4242.79756000
BTCUSDT,2024-01-06 00:00:00,2024-01-06 03:59:59,43653.20000000,43771.10000000,43551.28000000,43671.96000000,2449.54997000
BTCUSDT,2024-01-06 04:00:00,2024-01-06 07:59:59,43671.97000000,43920.08000000,43527.27000000,43867.17000000,2610.13838000
BTCUSDT,2024-01-06 08:00:00,2024-01-06 11:59:59,43867.17000000,44148.58000000,43828.50000000,43906.36000000,2971.24432000
BTCUSDT,2024-01-06 12:00:00,2024-01-06 15:59:59,43906.35000000,43980.00000000,43611.19000000,43968.32000000,2437.86928000
BTCUSDT,2024-01-06 16:00:00,2024-01-06 19:59:59,43968.32000000,44259.29000000,43833.40000000,43940.41000000,3397.43777000
BTCUSDT,2024-01-06 20:00:00,2024-01-06 23:59:59,43940.41000000,44100.00000000,43843.52000000,44080.00000000,2347.11787000
BTCUSDT,2024-01-07 00:00:00,2024-01-07 03:59:59,44080.00000000,44167.81000000,43880.65000000,44061.10000000,3023.73501000
BTCUSDT,2024-01-07 04:00:00,2024-01-07 07:59:59,44061.10000000,44480.59000000,43945.15000000,44047.57000000,5972.98911000
BTCUSDT,2024-01-07 08:00:00,2024-01-07 11:59:59,44047.57000000,44262.53000000,43700.00000000,44244.77000000,3590.89146000
BTCUSDT,2024-01-07 12:00:00,2024-01-07 15:59:59,44244.77000000,44269.92000000,43572.09000000,43929.02000000,4691.67958000
BTCUSDT,2024-01-07 16:00:00,2024-01-07 19:59:59,43929.01000000,43986.00000000,43175.00000000,43518.20000000,7371.99098000
BTCUSDT,2024-01-07 20:00:00,2024-01-07 23:59:59,43518.20000000,44341.80000000,43430.79000000,43974.55000000,7157.43221000
BTCUSDT,2024-01-08 00:00:00,2024-01-08 03:59:59,43974.55000000,44688.00000000,43641.73000000,44635.99000000,6636.26767000
BTCUSDT,2024-01-08 04:00:00,2024-01-08 07:59:59,44636.00000000,45333.00000000,44350.00000000,44963.04000000,17212.53878000
BTCUSDT,2024-01-08 08:00:00,2024-01-08 11:59:59,44963.04000000,47248.99000000,44793.97000000,46979.35000000,24462.97732000
BTCUSDT,2024-01-08 12:00:00,2024-01-08 15:59:59,46979.36000000,47207.16000000,46653.84000000,46951.04000000,9973.36893000
BTCUSDT,2024-01-08 16:00:00,2024-01-08 19:59:59,46951.04000000,47150.00000000,46230.00000000,46926.96000000,10102.12931000
BTCUSDT,2024-01-08 20:00:00,2024-01-08 23:59:59,46926.96000000,46940.00000000,46599.43000000,46825.51000000,4707.40981000
BTCUSDT,2024-01-09 00:00:00,2024-01-09 03:59:59,46825.52000000,46874.94000000,46381.10000000,46615.99000000,6018.83491000
BTCUSDT,2024-01-09 04:00:00,2024-01-09 07:59:59,46616.00000000,47051.21000000,45450.00000000,46868.09000000,15811.82358000
BTCUSDT,2024-01-09 08:00:00,2024-01-09 11:59:59,46868.08000000,46975.00000000,46500.00000000,46876.01000000,7310.48299000
BTCUSDT,2024-01-09 12:00:00,2024-01-09 15:59:59,46876.00000000,47972.00000000,44748.67000000,46110.00000000,25976.98557000
BTCUSDT,2024-01-09 16:00:00,2024-01-09 19:59:59,46110.00000000,46249.14000000,45622.00000000,46117.10000000,6964.52629000
BTCUSDT,2024-01-09 20:00:00,2024-01-09 23:59:59,46117.10000000,46186.00000000,45734.56000000,45757.98000000,4441.30134000
BTCUSDT,2024-01-10 00:00:00,2024-01-10 03:59:59,45757.98000000,45861.10000000,45000.00000000,45515.89000000,8371.11286000
BTCUSDT,2024-01-10 04:00:00,2024-01-10 07:59:59,45515.88000000,45662.01000000,44300.36000000,45546.40000000,17519.34998000
BTCUSDT,2024-01-10 08:00:00,2024-01-10 11:59:59,45546.39000000,46666.00000000,45173.97000000,46489.18000000,17808.51212000
BTCUSDT,2024-01-10 12:00:00,2024-01-10 15:59:59,46489.19000000,47695.93000000,44800.00000000,46653.99000000,34806.60944000
BTCUSDT,2024-01-10 16:00:00,2024-01-10 19:59:59,46654.00000000,46750.00000000,46200.00000000,46502.16000000,7964.91500000
BTCUSDT,2024-01-10 20:00:00,2024-01-10 23:59:59,46502.17000000,46507.08000000,45618.10000000,46101.40000000,7551.87335000
BTCUSDT,2024-01-11 00:00:00,2024-01-11 03:59:59,46101.40000000,47150.00000000,46052.00000000,47060.00000000,8538.48554000
BTCUSDT,2024-01-11 04:00:00,2024-01-11 07:59:59,47059.99000000,48969.48000000,46463.19000000,46783.78000000,36318.80534000
BTCUSDT,2024-01-11 08:00:00,2024-01-11 11:59:59,46783.77000000,47022.07000000,45606.06000000,46692.30000000,19172.26590000
BTCUSDT,2024-01-11 12:00:00,2024-01-11 15:59:59,46692.29000000,46975.00000000,46084.69000000,46339.16000000,7923.98447000
BTCUSDT,2024-01-11 16:00:00,2024-01-11 19:59:59,46339.16000000,46515.53000000,45898.00000000,45994.00000000,5377.44001000
BTCUSDT,2024-01-11 20:00:00,2024-01-11 23:59:59,45994.01000000,46366.00000000,45742.49000000,46008.19000000,5766.26871000
BTCUSDT,2024-01-12 00:00:00,2024-01-12 03:59:59,46008.19000000,46267.00000000,45537.37000000,45954.35000000,7038.70566000
BTCUSDT,2024-01-12 04:00:00,2024-01-12 07:59:59,45954.35000000,46109.00000000,44333.44000000,44462.01000000,19196.21655000
BTCUSDT,2024-01-12 08:00:00,2024-01-12 11:59:59,44462.00000000,44675.88000000,43212.00000000,43472.55000000,26388.04032000
BTCUSDT,2024-01-12 12:00:00,2024-01-12 15:59:59,43472.56000000,43981.10000000,41500.00000000,42782.73000000,22561.26582000
BTCUSDT,2024-01-12 16:00:00,2024-01-12 19:59:59,42782.74000000,42997.29000000,42436.12000000,42609.94000000,9945.53429000
BTCUSDT,2024-01-12 20:00:00,2024-01-12 23:59:59,42609.94000000,43254.03000000,42555.84000000,43102.97000000,6237.82222000
BTCUSDT,2024-01-13 00:00:00,2024-01-13 03:59:59,43102.97000000,43254.96000000,42509.11000000,42624.00000000,6962.30044000
BTCUSDT,2024-01-13 04:00:00,2024-01-13 07:59:59,42624.01000000,43257.00000000,42505.00000000,43154.48000000,6063.35625000
BTCUSDT,2024-01-13 08:00:00,2024-01-13 11:59:59,43154.48000000,43185.00000000,42724.39000000,42786.25000000,4181.84325000
BTCUSDT,2024-01-13 12:00:00,2024-01-13 15:59:59,42786.25000000,43040.01000000,42699.52000000,42847.99000000,2727.61819000
BTCUSDT,2024-01-13 16:00:00,2024-01-13 19:59:59,42847.99000000,42890.23000000,42643.98000000,42681.82000000,2769.17313000
BTCUSDT,2024-01-13 20:00:00,2024-01-13 23:59:59,42681.82000000,43060.00000000,42562.56000000,43011.44000000,3036.75324000
BTCUSDT,2024-01-14 00:00:00,2024-01-14 03:59:59,43011.44000000,43079.00000000,42759.34000000,42829.99000000,2885.27669000
BTCUSDT,2024-01-14 04:00:00,2024-01-14 07:59:59,42829.99000000,43005.25000000,42710.00000000,42904.38000000,3635.86614000
BTCUSDT,2024-01-14 08:00:00,2024-01-14 11:59:59,42904.39000000,43010.84000000,42632.59000000,42660.00000000,4024.36820000
BTCUSDT,2024-01-14 12:00:00,2024-01-14 15:59:59,42660.00000000,42745.98000000,41720.00000000,41732.35000000,11876.97154000
BTCUSDT,2024-01-14 16:00:00,2024-01-14 19:59:59,41732.35000000,42640.00000000,41718.05000000,42565.99000000,5828.29771000
BTCUSDT,2024-01-14 20:00:00,2024-01-14 23:59:59,42565.99000000,42824.68000000,42499.01000000,42714.78000000,4383.51739000
BTCUSDT,2024-01-15 00:00:00,2024-01-15 03:59:59,42714.78000000,42775.00000000,42540.00000000,42697.99000000,3812.52325000
BTCUSDT,2024-01-15 04:00:00,2024-01-15 07:59:59,42698.00000000,42958.03000000,42163.32000000,42278.99000000,8595.73488000
BTCUSDT,2024-01-15 08:00:00,2024-01-15 11:59:59,42278.99000000,43400.43000000,42249.00000000,42992.67000000,12331.30651000
BTCUSDT,2024-01-15 12:00:00,2024-01-15 15:59:59,42992.67000000,43114.45000000,42342.18000000,42511.10000000,5318.51329000
BTCUSDT,2024-01-15 16:00:00,2024-01-15 19:59:59,42511.10000000,42939.50000000,42466.88000000,42924.56000000,4025.27939000
BTCUSDT,2024-01-15 20:00:00,2024-01-15 23:59:59,42924.57000000,42946.05000000,42606.92000000,42791.13000000,3648.24949000
BTCUSDT,2024-01-16 00:00:00,2024-01-16 03:59:59,42791.14000000,43153.66000000,42720.06000000,42900.54000000,4849.24572000
BTCUSDT,2024-01-16 04:00:00,2024-01-16 07:59:59,42900.55000000,43314.73000000,42050.00000000,43252.67000000,17967.98589000
BTCUSDT,2024-01-16 08:00:00,2024-01-16 11:59:59,43252.45000000,43434.00000000,42834.29000000,43166.11000000,7723.95687000
BTCUSDT,2024-01-16 12:00:00,2024-01-16 15:59:59,43166.10000000,43578.01000000,43060.69000000,43137.95000000,6831.02853000
BTCUSDT,2024-01-16 16:00:00,2024-01-16 19:59:59,43137.94000000,43198.00000000,42844.98000000,42849.00000000,3711.95254000
BTCUSDT,2024-01-16 20:00:00,2024-01-16 23:59:59,42849.00000000,42925.49000000,42619.60000000,42655.94000000,3612.23610000
BTCUSDT,2024-01-17 00:00:00,2024-01-17 03:59:59,42655.95000000,42850.55000000,42564.00000000,42680.16000000,4412.74724000
BTCUSDT,2024-01-17 04:00:00,2024-01-17 07:59:59,42680.16000000,42926.02000000,42365.58000000,42482.79000000,9542.90182000
BTCUSDT,2024-01-17 08:00:00,2024-01-17 11:59:59,42482.80000000,42745.99000000,42200.69000000,42611.11000000,6233.49263000
BTCUSDT,2024-01-17 12:00:00,2024-01-17 15:59:59,42611.10000000,42876.48000000,42450.00000000,42776.10000000,5752.88355000
BTCUSDT,2024-01-17 16:00:00,2024-01-17 19:59:59,42776.09000000,42784.40000000,42502.19000000,42592.05000000,2777.25237000
BTCUSDT,2024-01-17 20:00:00,2024-01-17 23:59:59,42592.04000000,42922.00000000,42589.00000000,42915.33000000,3393.11338000
BTCUSDT,2024-01-18 00:00:00,2024-01-18 03:59:59,42915.32000000,42930.00000000,42387.68000000,42544.59000000,4867.13625000
BTCUSDT,2024-01-18 04:00:00,2024-01-18 07:59:59,42544.60000000,42810.00000000,42353.80000000,42619.32000000,5286.53164000
BTCUSDT,2024-01-18 08:00:00,2024-01-18 11:59:59,42619.31000000,42619.32000000,40831.99000000,41022.32000000,17408.65530000
BTCUSDT,2024-01-18 12:00:00,2024-01-18 15:59:59,41022.33000000,41366.99000000,40683.28000000,41327.50000000,10174.82747000
BTCUSDT,2024-01-18 16:00:00,2024-01-18 19:59:59,41327.51000000,41370.99000000,40752.26000000,41055.87000000,5747.52107000
BTCUSDT,2024-01-18 20:00:00,2024-01-18 23:59:59,41055.88000000,41576.00000000,41038.81000000,41284.25000000,5252.30425000
BTCUSDT,2024-01-19 00:00:00,2024-01-19 03:59:59,41284.26000000,41509.69000000,41143.33000000,41475.37000000,4432.77110000
BTCUSDT,2024-01-19 04:00:00,2024-01-19 07:59:59,41475.37000000,41488.20000000,40718.00000000,40894.71000000,9260.88788000
BTCUSDT,2024-01-19 08:00:00,2024-01-19 11:59:59,40894.71000000,41979.00000000,40280.00000000,41814.27000000,16100.60089000
BTCUSDT,2024-01-19 12:00:00,2024-01-19 15:59:59,41814.27000000,42196.86000000,41517.60000000,41659.03000000,7548.66040000
BTCUSDT,2024-01-19 16:00:00,2024-01-19 19:59:59,41659.03000000,41700.00000000,41456.30000000,41634.65000000,2986.21230000
BTCUSDT,2024-01-19 20:00:00,2024-01-19 23:59:59,41634.64000000,41774.00000000,41564.81000000,41650.95000000,2111.60902000
BTCUSDT,2024-01-20 00:00:00,2024-01-20 03:59:59,41650.95000000,41668.66000000,41459.02000000,41580.83000000,3106.35262000
BTCUSDT,2024-01-20 04:00:00,2024-01-20 07:59:59,41580.82000000,41700.00000000,41478.00000000,41570.11000000,2908.64220000
BTCUSDT,2024-01-20 08:00:00,2024-01-20 11:59:59,41570.10000000,41684.94000000,41526.36000000,41632.96000000,2143.21383000
BTCUSDT,2024-01-20 12:00:00,2024-01-20 15:59:59,41632.97000000,41872.56000000,41610.54000000,41696.04000000,2667.96496000
BTCUSDT,2024-01-20 16:00:00,2024-01-20 19:59:59,41696.05000000,41730.00000000,41629.87000000,41680.82000000,1600.89363000
BTCUSDT,2024-01-20 20:00:00,2024-01-20 23:59:59,41680.83000000,41691.11000000,41564.29000000,41648.51000000,1198.63686000
BTCUSDT,2024-01-21 00:00:00,2024-01-21 03:59:59,41648.50000000,41826.97000000,41648.50000000,41719.89000000,1972.92769000
BTCUSDT,2024-01-21 04:00:00,2024-01-21 07:59:59,41719.90000000,41881.39000000,41605.00000000,41656.28000000,2810.15162000
BTCUSDT,2024-01-21 08:00:00,2024-01-21 11:59:59,41656.27000000,41729.77000000,41525.00000000,41719.40000000,2101.04396000
BTCUSDT,2024-01-21 12:00:00,2024-01-21 15:59:59,41719.39000000,41811.10000000,41500.98000000,41580.33000000,2046.50925000
BTCUSDT,2024-01-21 16:00:00,2024-01-21 19:59:59,41580.32000000,41689.65000000,41058.22000000,41197.04000000,5194.67726000
BTCUSDT,2024-01-21 20:00:00,2024-01-21 23:59:59,41197.04000000,41321.17000000,40684.00000000,41043.70000000,6720.50069000
BTCUSDT,2024-01-22 00:00:00,2024-01-22 03:59:59,41043.70000000,41047.51000000,40364.63000000,40815.99000000,8780.28420000
BTCUSDT,2024-01-22 04:00:00,2024-01-22 07:59:59,40815.92000000,41244.06000000,40350.00000000,40771.99000000,9333.27767000
BTCUSDT,2024-01-22 08:00:00,2024-01-22 11:59:59,40772.00000000,40874.99000000,39431.58000000,39820.31000000,15416.76046000
BTCUSDT,2024-01-22 12:00:00,2024-01-22 15:59:59,39820.31000000,40343.18000000,39480.00000000,39568.02000000,9980.69883000
BTCUSDT,2024-01-22 16:00:00,2024-01-22 19:59:59,39568.02000000,40118.87000000,39511.10000000,40000.44000000,4446.81496000
BTCUSDT,2024-01-22 20:00:00,2024-01-22 23:59:59,40000.43000000,40176.74000000,39665.02000000,39780.00000000,3852.36638000
BTCUSDT,2024-01-23 00:00:00,2024-01-23 03:59:59,39780.01000000,39860.00000000,38657.00000000,38845.56000000,16327.77748000
BTCUSDT,2024-01-23 04:00:00,2024-01-23 07:59:59,38845.56000000,39460.00000000,38555.00000000,39204.00000000,14222.94133000
BTCUSDT,2024-01-23 08:00:00,2024-01-23 11:59:59,39204.00000000,39654.34000000,38925.20000000,39148.07000000,11699.79651000
BTCUSDT,2024-01-23 12:00:00,2024-01-23 15:59:59,39148.07000000,39907.23000000,39032.02000000,39897.60000000,7406.93685000
BTCUSDT,2024-01-23 16:00:00,2024-01-23 19:59:59,39897.59000000,40250.00000000,39570.43000000,39614.00000000,7508.24416000
BTCUSDT,2024-01-23 20:00:00,2024-01-23 23:59:59,39614.00000000,40191.97000000,39557.01000000,39981.09000000,6508.92980000
BTCUSDT,2024-01-24 00:00:00,2024-01-24 03:59:59,39981.09000000,40555.00000000,39859.51000000,40209.34000000,6433.12337000
BTCUSDT,2024-01-24 04:00:00,2024-01-24 07:59:59,40209.34000000,40298.86000000,39766.00000000,40050.71000000,8120.72045000
BTCUSDT,2024-01-24 08:00:00,2024-01-24 11:59:59,40050.72000000,40207.00000000,39615.76000000,39803.05000000,5715.16915000
BTCUSDT,2024-01-24 12:00:00,2024-01-24 15:59:59,39803.04000000,40175.11000000,39484.19000000,40084.88000000,5007.64168000
BTCUSDT,2024-01-24 16:00:00,2024-01-24 19:59:59,40084.89000000,40178.84000000,39914.00000000,40012.01000000,3484.65910000
BTCUSDT,2024-01-24 20:00:00,2024-01-24 23:59:59,40012.01000000,40135.37000000,39792.01000000,40130.00000000,3648.17041000
BTCUSDT,2024-01-25 00:00:00,2024-01-25 03:59:59,40130.00000000,40300.24000000,39957.44000000,40178.07000000,4623.83661000
BTCUSDT,2024-01-25 04:00:00,2024-01-25 07:59:59,40178.07000000,40283.82000000,39623.40000000,39804.24000000,8152.98130000
BTCUSDT,2024-01-25 08:00:00,2024-01-25 11:59:59,39804.23000000,40044.91000000,39550.00000000,39989.25000000,7402.16761000
BTCUSDT,2024-01-25 12:00:00,2024-01-25 15:59:59,39989.25000000,39995.99000000,39637.99000000,39961.09000000,3710.30350000
BTCUSDT,2024-01-25 16:00:00,2024-01-25 19:59:59,39961.09000000,40245.00000000,39822.52000000,40067.52000000,3180.57719000
